query,intent
합격자 발표 했나요?,2
발표는 홈페이지에 게시되나요?,2
합격자 발표 홈페이지에 게시되나요?,2
최종 발표 홈페이지에 게시되나요?,2
서류 발표 홈페이지에 게시되나요?,2
발표 어디서 확인하나요?,2
최종 발표 어디서 확인하나요?,2
서류 발표 어디서 확인하나요?,2
합격자 발표 어디서 확인하나요?,2
발표 방식,2
지원 일정,2
모집 일정,2
신청 기간,2
지원 기간,2
모집 기간,2
발표 기간,2
신청 일자,2
모집 일자,2
발표 메일로 오나요?,2
합격자 발표 메일로 오나요?,2
최종 발표 메일로 오나요?,2
면접 일정은 메일로 안내되나요?,2
필기시험 일정은 메일로 안내되나요?,2
결과 발표 언제나오나요?,2
결과 어디서 보나요?,2
결과 어디로 나오나요?,2
결과 어디서 확인 가능한가요?,2
결과 어디서 확인해야하나요?,2
결과 언제 나오나요?,2
발표 언제 나오나요?,2
언제 결과 나오나요?,2
결과 확인 방법,2
메일이 안오면 불합격인가요?,2
합격자 발표 했나요?,2
결과 발표 했나요?,2
합격 발표 했나요?,2
최종 합격 발표 했나요?,2
결과 발표는 언제나오나요?,2
교육 진행 계획,2
모집 일정 나왔나요?,2
모집 일정 확실한가요?,2
모집 계획,2
선발 일정,2
선발 계획,2
내년에도 선발 계획 있으신가요?,2
내년에도 교육 하나요?,2
내년에도 프로그램 진행하나요?,2
내년에도 교육 진행하나요?,2
내년에 교육있나요?,2
내년 일정 언제 나와?,2
내년에도 있어?,2
내년에도 해?,2
다음에도 모집해?,2
내년 언제부터 모집할 계획이신가요?,2
다음 모집 일정 알려줘,2
모집 계획이 없으신가요?,2
내년에 교육생 모집하나요?,2
내년 교육생 모집 계획있나요?,2
내년 교육생 모집 계획이신가요?,2
교육생 모집은 언제부터 인가요?,2
교육생 모집 일정,2
교육생 선발 일정,2
교육생 지원 일정,2
교육생 모집 기간,2
내년 일정이 어찌될까요?,2
내년 일정에 대해 알 수 있을까요?,2
내년 일정도 올해와 동일한가요?,2
모집 일정 나왔나요?,2
내년 모집은 언제부터 시작인가요?,2
내년 모집은 언제 시작될 지 알 수 있을까요?,2
내년 모집 언제 시작되나요?,2
내년 선발 언제 시작되나요?,2
내년 선발은 언제 시작될 지 알 수 있을까요?,2
교육생 선발 일정에 대해 알 수 있을까요?,2
교육생 선발 일정이 궁금합니다.,2
교육생 모집 일정이 궁금합니다.,2
내년 모집 일정,2
내년 교육생 모집 일정,2
내년 선발 일정,2
내년 지원 일정,2
내년 교육생 선발 일정,2
내년 교육생 지원 일정,2
모집 계획,2
내년 모집 계획,2
선발 계획,2
내년 선발 계획,2
과정이 중단되었나요?,2
과정 끝났나요?,2
교육 중단되었나요?,2
더이상 교육생 모집 안하나요?,2
프로그램 종료,2
내년 확정 일정이 언제쯤 나올지 알 수 있을까요?,2
정확한 지원 일정을 알고 싶습니다.,2
정확한 모집 일정을 알고 싶습니다.,2
내년에도 계속 모집하나요?,2
내년에도 선발 진행하나요?,2
내년에도 프로그램 진행하나요?,2
내년에도 교육 진행하나요?,2
내년에도 지원 가능할까요?,2
다음 기수 계획,2
다음 진행 계획,2
다음 모집 계획,2
다음 교육생 선발 계획,2
일정이 어떻게 되는지 궁금합니다.,2
일정 알려줘,2
일정이 궁금합니다.,2
모집 일정이 궁금합니다.,2
선발 일정이 궁금합니다.,2
모집 일정 알려줘,2
선발 일정 알려줘,2
뽑을 예정이신가요?,2
내년 계획은 언제 공지되나요?,2
다음 모집 계획은 언제 공지되나요?,2
구체적인 모집일정,2
모집 시작 일자가 정해진 바가 있나요?,2
필기시험 및 면접이 어떻게 진행되는지 궁금합니다.,2
면접 진행 방식 알려줘,2
필기시험 진행 방식 알려줘,2
다음 기수 모집,2
면접 소요 시간,2
필기시험 소요 시간,2
교육 시간,2
필기시험 보나요?,2
필기시험 계획,2
면접 계획,2
면접 보나요?,2
면접 언제,2
필기 언제,2
필기시험 언제,2
필기 치나요?,2
필기 날짜 언제 나옴?,2
면접 날짜 언제 나옴?,2
발표 언제 나옴?,2
최종 발표 언제 나옴?,2
합격자 발표 언제 나옴?,2
서류 발표 언제 나옴?,2
최종 합격자 언제 나옴?,2
최종 합격자는 별도로 연락이 오나요?,2
합격자는 별도로 연락이 오나요?,2
최종 합격자는 따로 연락이 오나요?,2
합격자는 따로 연락이 오나요?,2
연락이 안오면 불합격인가요?,2
연락이 안왔는데 불합격인가요?,2
결과는 언제 발표나나요?,2
메일이 안 왔으면 탈락인가요?,2
메일이 안 왔으면 불합격인가요?,2
접수 언제부터 인가요?,2
접수 일정 알려줘,2
접수 일정 알고싶습니다.,2
언제부터 접수하나요?,2
서류 합격자는 별도로 연락이 오나요?,2
서류 합격자는 별도로 안내되나요?,2
서류 합격자는 따로 연락이 오나요?,2
합격자는 별도로 안내되나요?,2
합격자는 따로 안내되나요?,2
합격자에게만 연락이 가나요?,2
발표 방식,2
발표 안내,2
언제부터 일정 공지,2
언제 발표,2
발표 언제,2
몇 시 발표?,2
발표 몇 시에 나오나요?,2
발표 보통 몇 시에 나오나요?,2
합격자 언제 나와?,2
합격자 발표 했는지 궁금합니다,2
지원 일정이 어떻게 되는지 궁금합니다.,2
교육 일정이 어떻게 되는지 궁금합니다.,2
아카데미 모집 일정은 언제 나오나요?,2
작년과 일정이 동일한가요?,2
홈페이지에 올라와 있는 일정이 정확한건가요?,2
교육 일정이 언제 업로드 되는지 알 수 있을까요?,2
차후 진행일정이 궁금합니다,2
혹시 내년에는 선발 계획이 없으신건가요?,2
서류 제출 기한 이후 추가로 서류를 제출 할 수 있을까요,3
서류제출기간초과,3
서류 제출 기간 초과,3
서류제출 기간초과,3
제출 기간 초과,3
제출기간 초과,3
제출기간초과,3
제출기간초과,3
제출 기한 이후 추가 제출,3
제출기한 이후 추가제출,3
서류제출 기간이후 추가 제출,3
서류제출 기간 만료 후 제출,3
서류제출기간 만료 후 제출,3
서류제출기간 만료후 제출,3
서류제출 기간 만료후 제출,3
서류 추가 제출 가능한가요?,3
추가로 제출하고 싶은 서류가 있습니다. 제출해도 될까요?,3
마감 후 서류 추가 제출 가능한가요?,3
서류 추가로 제출하고 싶어요.,3
성적증명서 석차가 표기,3
성적증명서 석차표기,3
성적증명서에 석차가 표시되어야 하나요?,3
성적증명서에 석차가 표시되어 있어야 하나요?,3
성적증명서,3
성적 증명서 석차가 표기,3
성적 증명서 석차표기,3
성적 증명서,3
7학기까지의 성적이 기재된 성적증명서를 제출해도 되나요?,3
직전 학기까지의 성적이 기재된 성적증명서를 제출해도 되나요?,3
성적이 아직 다 반영되지 않았는데 그냥 제출해도 되나요?,3
막학기 성적 미반영인 경우 직전학기까지의 성적증명서 제출가능한가요?,3
아직 성적이 반영되지 않은 경우 어떻게 하나요?,3
졸업예정증명서,3
졸업 예정 증명서,3
졸업예정 증명서,3
현재 증명서 발급이 어려운 경우 이후에 따로 제출해도 될까요?,3
졸업예정증명서 발급이 불가능한 경우 재학 증명서로 대체 가능한가요?,3
졸업예정증명서에 출력된 졸업예정일과 실제 졸업희망일이 다릅니다.,3
졸업예정증명서와 실제 졸업일자와 다릅니다.,3
졸업예정증명서와 실제 졸업일자와 다름,3
졸업예정증명서의 졸업일자와 실제 졸업희망일 다른 경우,3
서류 제출이 늦어질 것 같습니다,3
서류제출지연,3
서류 제출 지연,3
서류제출 지연,3
기타 증빙서류,3
기타 증빙 서류,3
기타 증빙 서류 종류,3
기타 증빙서류에는 어떠한 것,3
기타 증빙서류에는 어떠한 것을 제출,3
기타증빙서류에는 어떠한 것,3
기타증빙서류에는 어떠한 것을 제출,3
증빙 서류 뭐 제출,3
제출해야하는 증빙 서류,3
증빙 서류 제출,3
증빙 서류 미제출,3
자격증 취득,3
자격증취득관련하여,3
자격증 취득 관련,3
자격증 취득관련,3
자격증 스캔 제출 가능 여부,3
자격증 스캔해서 제출해도 되나요?,3
서류 URL형식,3
서류 URL,3
서류 URL형식 제출,3
서류 URL형식제출,3
서류URL형식,3
서류URL 제출,3
서류 URL형식제출 가능,3
서류URL형식제출가능,3
서류URL형식 제출 가능,3
서류URL형식 제출 가능,3
서류 URL형식제출 불가능,3
서류URL형식제출불가능,3
서류URL형식 제출 불가능,3
서류URL형식 제출 불가능,3
PDF파일을 제외한 다른파일,3
PDF파일만 제출해야하나요?,3
PDF파일 제외한 다른파일 형식,3
PDF파일제외한 다른파일형식,3
여러 서류를 제출하고 싶은 경우,3
여러 파일을 제출하고 싶은 경우,3
기타 증빙서류가 여러개일때,3
기타증빙서류가 여러개,3
기타 증빙서류가 여러개일때,3
기타 증빙 서류가 여러개,3
기타 증빙 서류가 여러개일때,3
기타 증빙서류가 여러개일때 어떠한 형식으로 제출해야하나요?,3
서류제출 기한 이후 제출가능하나요?,3
자격증과 어학점수 증빙자료,3
자격증 어학점수 증빙자료,3
PDF로 합쳐서,3
PDF합쳐서,3
모든 서류를 1개의 pdf로 만들어서 제출해도 되나요?,3
모든 파일 1개의 pdf로 묶어서 제출해도 되나요?,3
제출하는 입과 지원서에서 서명란에 전자서명으로 제출하는 것도 가능한가요?,3
전자서명 사용해도 되나요?,3
서명란에 전자서명,3
서명란에 전자서명으로 제출,3
서명란에 전자서명제출,3
전자서명제출,3
전자서명 가능 여부,3
경력 및 재직증명서 제출 서류를 국민연금 가입증명서류로 빙해도 되는 부분인지 궁금합니다.,3
자기소개서 항목 모두 글자 수 제한이 없이 자유롭게 기술하면 되는걸까요?,3
글자수제한,3
글자 수 제한,3
자기소개서 글자수제한,3
자기소개서 글자 수 제한,3
자기 소개서 글자 수 제한,3
자기 소개서 글자수제한,3
자기소개서 글자 수,3
자기소개서 글자수,3
지원서 글자 수,3
지원서 글자 수 제한,3
입과지원서 글자 수,3
입과지원서 글자 수 제한,3
지원서 각 항목당 글자 제한 수 없나요?,3
입과지원서 각 항목당 글자 수 제한 있나요?,3
자기소개서 항목당 글자 수 제한 있나요?,3
기타증빙서류에 파일을 하나밖에,3
기타증빙서류에 파일을 하나밖에 올리지 못하게 되어 있습니다,3
교육신청시 하단에 위치한 증빙서류의 기타증빙서류에는 입과지원에서 언급한 서류를 첨부하면 되는건지 궁금합니다.,3
졸업증명서등 각종 증명서는 인쇄된 용지를 휴대폰으로 찍어서 사진파일로 업로드 하면 되나요?,3
사진파일로 업로드해도 될까요,3
늦게 제출하면 선발에서 제외될 수 있나요?,3
늦게 제출하면 선발에서 제외,3
늦게 제출하면 선발,3
늦게 제출,3
늦게 제출하면,3
늦게 제출하면 불이익,3
증빙서류는 따로 제출을,3
증빙서류는 따로 제출을 해야,3
어학점수 관련 증빙서류는 따로 제출을 해야하는 건가요?,3
어학점수 관련 증빙서류는 따로 제출 해야하나요,3
어학점수 관련 증빙서류 따로 제출해야하나요,3
어학 성적표 제출,3
메일 지원,3
메일 지원이 가능하나요,3
메일지원,3
메일 지원이 가능하나요,3
메일 지원이 가능할까요,3
메일지원이 가능할까요,3
서류제출기한이 지난 후 제출을 할 수 없을까요,3
서류제출기한이 지난후 제출,3
Zip파일로 묶어서 내도 되는지,3
Zip파일로 합쳐서,3
Zip파일로 제출해도 되나요?,3
서류 1개로 압축해서 제출해도 되나요?,3
서류 압축 파일 제출,3
압축 파일 제출해도 되나요?,3
서류 제출 형식이 정해져있나요?,3
입과지원서는 입과지원서 출력본에 서명한 인쇄본을 스캔해서 첨부하는 것인지 아니면 그냥 입과지원서 PDF 파일을 첨부하는 것인가요?,3
학기를 다니면서 병행해도 될까요?,3
학교를 재학하면서 같이 가능할까요?,3
입과 지원서의 자기소개서의 글자 수 제한이 있나요?,3
졸업예정증명서로 대체가능,3
졸업 예정 증명서,3
입과지원서는 자필로 해야하나요 아니면 컴퓨터로 작성도 가능한가요?,3
입과지원서 자필로 작성 후 스캔해도 되나요?,3
입과지원서 자필,3
입과지원서 자필 작성,3
입과지원서 컴퓨터 작성,3
지원서 작성 후 스캔해서 제출해도 되나요?,3
지원서 작성 방식,3
입과지원서 작성 방식,3
서류제출이 안됨,3
서류제출 안됨,3
서류제출 오류,3
수상이나 자격증은 기타 증빙서류에 제출하면 되나요?,3
수상 및 자격증은 기타증빙서류인가요?,3
수상 및 자격증 기타증빙서류,3
수상 및 자격증 기타 증빙서류,3
기타 증빙서류는 무엇이 해당되나요?,3
기타 증빙서류,3
기타증빙서류,3
기타증빙서류에 수료증을 함께 제출해야하는지 궁금합니다,3
기타증빙서류에 수료증을 제출해야하나요?,3
기타 증빙서류에 수료증 제출,3
수료증 제출,3
증빙서류 첨부란에 제출을 해야하는 경우는 어떤게 해당되나요?,3
증빙서류 제출란에 제출은 무엇을 해야하나요?,3
서류제출시 증명사진을 꼭 첨부해야하나요?,3
증명사진을 꼭 첨부해야하나요?,3
증명사진 첨부,3
증명사진을 필수적으로 첨부해야하나요,3
증명사진은 필수사항인가요,3
증명사진 필수,3
기타증빙서류에 파일을 하나만 올릴 수 있나요?,3
기타증빙서류에 파일을 하나밖에 올리지 못하게 되어 있습니다.,3
기타증빙서류에 파일을 하나만 업로드,3
기타증빙서류 업로드,3
기타 증빙서류가 여러개일때 어떠한 형식,3
기타 증빙서류가 다수일때,3
기타 증빙서류 여러개,3
경력사항은 해당 기술관련 직종만 해당되나요?,3
경력사항은 해당 기술직종만 해당되나요?,3
경력사항 빅데이터 관련만 되나요?,3
경력사항 big data 관련만 되나요?,3
경력사항 ai 관련만 되나요?,3
경력사항 ai나 빅데이터 관련만 되나요?,3
서류 업로드 오류,3
증빙서류 업로드 오류,3
증빙서류 파일 업로드 오류,3
파일 업로드 오류,3
지원서 업로드 오류,3
입과지원서 업로드 오류,3
교내 수상도 작성 가능한가요?,3
교내 수상 작성 가능?,3
서류 발급 일자,3
서류 발급 일자 최근이 아니여도 상관없나요?,3
발급받은지 오래된 서류도 가능하나요?,3
서류 발급 일자 제한이 있나요?,3
최근 서류만 가능한가요?,3
서류 발급일이 최근이여야 하나요?,3
졸업증명서 대체 서류,3
졸업증명서 대신 다른 서류,3
졸업증명서 대신 졸업장 가능한가요?,3
졸업증명서 대신 다른 서류 제출해도 되나요?,3
졸업예정증명서 불가한 경우 다른 서류,3
졸업예정증명서 대체 서류,3
졸업예정증명서 대신 다른 서류,3
졸업예정증명서 대신 재학증명서 가능한가요?,3
졸업예정증명서 발급이 안되는 경우 재학증명서 제출해도 되나요?,3
수료증은 기타증빙서류에 같이 제출하나요?,3
수료증은 지원서와 같이 제출하나요?,3
수료증은 입과지원서와 같이 제출하나요?,3
이수증은 기타증빙서류에 같이 제출하나요?,3
이수증은 지원서와 같이 제출하나요?,3
이수증은 입과지원서와 같이 제출하나요?,3
지원서에 적은 내용은 모두 증빙서류를 제출해야하나요?,3
입과지원서에 적은 내용은 모두 증빙서류를 제출해야하나요?,3
자기소개서에 적은 내용은 모두 증빙서류를 제출해야하나요?,3
자소서에 적은 내용은 모두 증빙서류를 제출해야하나요?,3
입과지원서에 적은 교육사항 봉사활동과 같은 활동들도 모두 기타제출 서류에 제출해야 되나요?,3
증빙서류를 제출하지 않으면 인정 안되는 건가요?,3
경력칸에는 빅데이터 및 it 관련 경력만 작성 가능한 것인지 아니면 다른 직종이어도 재직경험이 있으면 작성이 가능 한 것인지 알고싶습니다.,3
입과지원서 항목이 알고 싶어요,3
입과지원서 항목 알려줘,3
지원서 항목 알고 싶어요,3
지원서 항목 알려줘,3
자기소개서 항목 알려줘,3
자기소개서 항목 궁금해요,3
자소서 항목 알고 싶습니다.,3
자소서 항목 알려주세요,3
자소서 문항,3
지원 당시 제출했던 서류 확인 가능 여부,3
제출 서류 확인,3
제출한 서류 반환받고 싶어요,3
제출한 서류는 전형 이후에 반환해주나요?,3
제출 서류 반환 요청,3
서류 반환 요청,3
서류 반환해주나요?,3
입과지원서 형식,3
입과지원서 양식,3
지원서 양식,3
지원서 양식 수정 가능 여부,3
첨부서류 제출 가이드 있나요?,3
재학증명서 대신 휴학증명서 가능 여부,3
휴학증명서 제출 가능 여부,3
휴학증명서 제출해도 되나요?,3
필수로 제출해야하는 서류는 뭐가 있나요?,3
필수 제출 서류,3
영문 증명서는 그대로 제출해도 되나요?,3
영문 증명서의 경우 그냥 제출해도 되나요?,3
영문 증명서 제출해도 되나요?,3
입과지원서에 전문대학 성적도 첨부해야할까요?,3
편입한 경우 이전 학교 성적도 제출해야하나요?,3
영문 서류 그대로 제출해도 되나요?,3
영문 서류 제출 가능?,3
영문 서류 제출 가능 여부,3
영문 서류 제출 가능한가요?,3
전체 성적이 안 나온 경우 졸업 평점에는 뭘 입력해야하나요?,3
전체 성적이 아직 안 나온 경우 직적학기까지의 평점에 작성해도 되나요?,3
입과지원서 분량 제한있나요?,3
입과지원서 분량,3
지원서 분량 정해져있나요?,3
지원서 분량 제한 있나요?,3
입과지원서 다른 양식으로 작성해도 되나요?,3
지원서 양식 수정해도 되나요?,3
입과지원서 양식 수정해도 되나요?,3
사전학습 수료증 언제 제출하나요?,3
스마트런 수료증 언제 제출하나요?,3
smartlearn 수료증 언제 제출하나요?,3
mooc 강의 수료증 언제 제출하나요?,3
사전학습 이수증 언제 제출하나요?,3
스마트런 이수증 언제 제출하나요?,3
smartlearn 이수증 언제 제출하나요?,3
mooc 강의 이수증 언제 제출하나요?,3
졸업예정증명서 대신 재학증명서 가능한가요?,3
졸업예정증명서 대신 재학증명서를 제출해도 되나요?,3
졸업예정증명서 다른 걸로 대체 가능한가요?,3
수상 경력 교내 대회 상,3
교내 대회 상도 제출 가능한가요?,3
학교에서 받은 상장 제출 가능한가요?,3
증빙서류는 무엇을 제출해야 하나요?,3
기타증빙서류의 경우는 필수는 아니라고 적혀있던데 제출을 해야할 경우 어떤게 해당되나요?,3
서류를 다시 제출해도 되나요?,3
서류 재제출 가능?,3
서류 재제출 가능 여부,3
잘못된 서류 다시 내고 싶어요,3
잘못된 서류 다시 제출하고 싶어요.,3
사전학습 수강이 필수사항인가요?,4
MOOC과목 수강이 필수사항인가요?,4
MOOC수강이 필수사항인가요?,4
MOOC과목을 혹시 재수강하거나 따로 수료증 받을 수 있는 방법이 있을까요,4
사전학습 강좌 수강신청 기간이 지난 후 수강신청을 할 수 없는건가요?,4
MOOC강좌 수강신청 기간이 지난 후 수강신청을 할 수 없는건가요?,4
MOOC 기초과정 학습을 따로 진행할 수 있는 방법이 있을지 궁금합니다.,4
MOOC 수강신청을 하지 못했는데 수강신청 기간을 연장해 주실 수 있는지 궁금합니다.,4
차후에 사전학습을 신청하여 수강이 가능할지 알고싶어 문의드립니다.,4
추후에 사전학습을 신청하여 수강이 가능할지 알고 싶습니다.,4
스마트런 강의는 종료 이후 별도로 수업 수강이 불가한 것인지 궁금합니다.,4
MOOC 강의를 수강하지 않은 경우 불이익이 있는지 궁금해 문의 드립니다.,4
smartlearn 수료증이 필수로 필요한가요?,4
smartlearn 수료증 필수,4
수료증이 필수사항인가요?,4
사전학습이 필수가 아닌 권장사항이라고 언급되어 현재 사전학습을 따로 신청하지 않은 상황인데 해당 프로그램 지원에 지장이 있는지 여쭙고 싶습니다.,4
사전학습은 MOOC 수강신청이 닫혀서 강의를 들을 수 없습니다,4
사전학습 MOOC 수강신청이 닫혀서 강의를 들을 수 없습니다,4
smart learn 이수증이 있어야 합격 우선순위로 올려둔다는게 맞나요?,4
필기시험을 볼 때 사전학습에 있는 내용으로 치뤄지는것으로 알고 있습니다. 모든 범위가 시험범위에 해당하는지 알고 싶습니다.,4
꼭 홈페이지에 올라온 url주소로 사전학습을 수강하여야 하는지 알고싶습니다.,4
수강신청이 불가능하여 수강하지 못하였습니다.,4
유튜브 수업은 수강 완료한 인증은 어떠한 방식으로 해야 하나요?,4
smart learn은 매번 같은 내용을 교육하나요?,4
MOOC 수강신청 연장,4
MOOC 수강신청 기간 연장,4
사전학습 수강신청 연장,4
사전학습 수강신청 기간 연장,4
smartlearn 수강신청 기간 연장,4
smartlearn 수강신청 연장,4
수강신청 연장,4
수강신청 기간 연장,4
수강신청 기간연장,4
사전학습 기간 지난 후 신청,4
포스텍 사이트에서는 수강신청기간이 끝나서 수강이 힘든상태인데 혹시 언제 다시 수강신청할수 있는지 알수있을까요?,4
미리 수강신청을 하지 못하였는데 수강신청 기간연장 부탁 드려도될까요?,4
지금은 사전교육 수강이 불가능하다고 하네요. 원래 아카데미 입소 전에는 듣지 못하는 건가요?,4
사전학습 강의를 수강하지 않은 경우 지원을 못하거나 교육생 선발 시 불이익이 있는지 궁금해 문의 드립니다.,4
추가적인 수강신청,4
현재 수강신청이 불가하다고 합니다. 추가적으로 수강신청이 가능한지 여부에 대해 알려주시면 감사하겠습니다.,4
혹시 사전학습 추가로 수강신청 할 수는 없나요?,4
smartlearn 강의를 수강할 수 있는 다른 방법이 있는지 궁금합니다.,4
사전학습 수강신청 다시 열어주기도 하나요?,4
MOOC 수강신청 다시 열어주기도 하시나요?,4
POSTECH에서 제공하는 MOOC 서비스 이미 수강신청기간이 지났는데 해결해 주실 방법이 있을까요?,4
혹시 더 수강 신청을 할 수 있나요?,4
온라인 기초과정(MOOC) 수강신청 기간이 지나 강의를 수강하지 못하게 되었는데 따로 수강할 방법이 있는지 문의드립니다.,4
필기시험 대비를 위한 사전 학습 관련하여 문의드립니다. 해당 온라인 수업을 수강할 수 없는 것인지 어떻게 하면 미리 수강할 수 있는지 문의드립니다.,4
수강신청 기간이 아니어서 듣지 못하고 있습니다. 따로 들을 수 있는 방법이 있는지 문의 드립니다.,4
수강을 하려고 했으나 수강을 신청할 수 있다고 활성화가 되지 않습니다. 따로 들을 수 있는 방법이 있는지 문의 드립니다.,4
사전 교육을 듣고자 했는데 신청 기간이 만료되어 수강할 수 없는 상태인 것 같습니다. 수강할 수 있는 방법이 있는지 알고 싶습니다.,4
사전학습 재수강이 가능한가요?,4
사전학습 수강자도 다시 수강신청하여 수강이 가능한가요?,4
사전학습 다시 수강신청하여 수강이 가능한가요?,4
사전학습 다시 수강 신청 하여 수강이 가능한가요?,4
사전학습 다시 신청이 가능한가요?,4
사전학습 다시 수강할 수 있나요?,4
사전학습 다시 신청할 수 있나요?,4
수강신청이 아니여서 신청하지 못하였습니다. 별도로 신청이 가능한가요?,4
수강신청,4
수강신청 기간이 아니여서 신청하지 못하였습니다. 별도로 신청이 가능한가요?,4
신청기간이 아니여서 수강신청하지 못하였습니다. 별도로 신청이 가능한가요?,4
수강신청기간이 아니여서 수강신청하지 못하였습니다. 별도로 신청이 가능한가요?,4
수강신청기간이 아니여서 수강신청하지 못하였습니다. 별도로 수강신청이 가능한가요?,4
수강신청이 아니여서 신청하지 못하였습니다. 추가 신청이 가능한가요?,4
수강신청기간이 아니여서 신청하지 못하였습니다. 추가 신청이 가능한가요?,4
수강신청 기간이 아니여서 신청하지 못하였습니다. 추가로 신청이 가능한가요?,4
신청기간이 아니여서 수강신청하지 못하였습니다. 추가 신청이 가능한가요?,4
수강신청 기간을 놓쳐서 신청하지 못하였습니다. 추가 신청이 가능한가요?,4
신청기간을 놓쳐서 신청하지 못하였습니다. 추가 수강신청이 가능한가여?,4
수강신청 기한이 걸려있어서 현재 못듣는 상태입니다. 미처 수강신청을 하지 못하였는데 수강신청 기간연장 부탁 드려도될까요?,4
사전신청 수강기한을 놓쳐서 신청하지 못하였습니다. 추가 신청이 가능한가요?,4
mooc을 수강신청하지 못하였습니다. 추가신청이 가능한가요?,4
mooc 사전학습을 미처 수강신청하지 못하였습니다. 추가신청이 가능한가요?,4
mooc 사전학습을 미처 수강신청하지 못하였습니다. 추가신청이 가능할까요?,4
mooc을 꼭 수강하여야 하나요?,4
mooc을 미처 신청하지 못하였습니다. 신청하지 못하면 불이익이 있나요?,4
사전학습을 신청하지 못하였습니다. 혹시 신청 못하면 불이익이 있나요?,4
사전신청을 수강신청하지 못하였는데 혹시 신청 못하면 불이익이 있나요?,4
사전학습을 수강신청 못했는 데 혹시 신청 못하면 불이익이 있나요?,4
사전학습 수강신청 못하였는 데 혹시 신청 못하면 불이익이 있나요?,4
사전학습 수강신청을 못 하였습니다. 혹시 신청 못하면 불이익이 있나요?,4
사전학습을 수강신청 하지 못하였습니다. 혹시 선발되는 데 불이익이 있나요?,4
사전학습을 수강신청 하지 못하였습니다. 혹시 선발되는 데 불이익이 있을까요?,4
사전학습을 수강신청하지 못하였는데요 혹시 선발에 불이익이 있을까요?,4
사전학습 수강신청 못하였는데요 교육생 선발에 불이익이 있을까요?,4
mooc 수강신청을 못하였습니다. 선발에 혹시 지장이 있을까요?,4
mooc 수강신청을 미처 하지 못하였습니다. 선발에 지장이 될까요?,4
mooc 수강신청을 못했는데요 혹시 선발되는데 지장될까요?,4
mooc 수강신청을 놓쳐서 신청 못했습니다. 추가 신청이 가능할까요?,4
mooc 수강신청을 놓쳐서 신청 못했습니다. 추가 신청이 가능할 지 여쭤 볼 수 있을까요?,4
mooc 강의 꼭 수강해야 하나요?,4
사전학습 강의 못들으면 선발 안되나요?,4
사전학습 강의 수강 꼭 해야하나요?,4
사전 학습을 신청하지 못하였습니다. 혹시 신청 못하면 불이익이 있나요?,4
사전 신청을 수강 신청하지 못하였는데 혹시 신청 못하면 불이익이 있나요?,4
사전 학습을 수강 신청 못했는 데 혹시 신청 못하면 불이익이 있나요?,4
사전 학습 수강 신청 못하였는 데 혹시 신청 못하면 불이익이 있나요? ,4
사전 학습 수강 신청을 못 하였습니다. 혹시 신청 못하면 불이익이 있나요?,4
사전 학습을 수강 신청 하지 못하였습니다. 혹시 선발되는 데 불이익이 있나요?,4
사전 학습을 수강 신청 하지 못하였습니다. 혹시 선발되는 데 불이익이 있을까요?,4
사전 학습을 수강 신청하지 못하였는데요 혹시 선발에 불이익이 있을까요?,4
사전 학습 수강 신청 못하였는데요 교육생 선발에 불이익이 있을까요?,4
mooc 수강 신청을 못하였습니다. 선발에 혹시 지장이 있을까요?,4
mooc 수강 신청을 미처 하지 못하였습니다. 선발에 지장이 될까요?,4
mooc 수강 신청을 못했는데요 혹시 선발되는데 지장될까요?,4
mooc 수강 신청을 놓쳐서 신청 못했습니다. 추가 신청이 가능할까요?,4
mooc 수강 신청을 놓쳐서 신청 못했습니다. 추가 신청이 가능할 지 여쭤 볼 수 있을까요?,4
mooc 강의 꼭 수강해야 하나요?,4
사전 학습 강의 못 들으면 선발 안되나요?,4
사전 학습 강의 수강 꼭 해야하나요?,4
추가 강의 수강 신청,4
mooc 추가 수강 신청,4
mooc 추가 강의 수강 신청,4
mooc 추가 강의 신청,4
사전학습 추가 수강 신청,4
스마트런 추가 수강 신청,4
mooc 추가 수강신청,4
mooc 추가 강의수강신청,4
mooc 추가 강의 수강신청,4
사전학습 강의 추가 신청,4
사전학습 강의 추가신청,4
사전학습 강의 신청 연장,4
mooc 강의 신청 연장,4
mooc 강의 수강신청 연장,4
사전학습 강의 수강신청 연장,4
사전학습 강의 추가 신청기간,4
사전학습 강의 신청기간 연장,4
사전 학습 강의 추가신청 기간,4
mooc 강의 신청기간 연장,4
mooc 강의 추가신청 기간,4
mooc 강의 수강신청기간 연장,4
mooc 추가 신청기간,4
mooc 신청연장,4
사전학습 필수?,4
사전학습 강의 수강 필수인가요?,4
사전학습 강의 수강하는 것은 필수인가요?,4
사전학습 강의 수강하는 건 필수인가요?,4
사전학습 강의 수강은 필수인가요?,4
꼭 사전학습 강의를 수강해야 하나요?,4
꼭 mooc 강의를 수강해야 하나요?,4
mooc 강의 수강 필수인가요?,4
mooc 강의 수강하는 건 필수인가요?,4
mooc 강의 수강하는 것은 필수인가요?,4
mooc 강의 수료증이 없으면 불이익이 있을까요?,4
사전학습 강의 수료증이 없으면 불이익이 있을까요?,4
mooc 강의 안 들으면 신청 못하는 건가요?,4
mooc 강의 안 들으면 신청할 수 없나요?,4
mooc 강의 수강 신청 안 했으면 불이익 있나요?,4
mooc 강의 수강 신청 안 했으면 선발 안되나요?,4
